,commit,pred,prob,label,fold
96,2d247ea48f285c0b28bba3d96633659d6b62e3b1,0,0.085,0,3
97,0571fc07def263545b726727a2f9c0990ded862c,0,0.0,0,3
98,0920122ae6231c7560107bf6184ab32b71404540,0,0.0,0,3
99,e193fc40fdc85a8bd95eecac7f65595f1cc7dd05,0,0.025,0,3
100,6faddc04decf625fdf6c9bd459180aaf1a037bbc,0,0.22,0,3
101,ce185345fa26d4f96979cbebfbb0e9def817305f,0,0.08,0,3
102,cb75cc3458a8f00dcaf0065c36085f2f703290ef,0,0.06,1,3
103,9f547049c3dd9a768833ee2770a4889d4fc19401,0,0.02,0,3
104,6f74aee73d3f42735dda44761ed6bfca4ce30525,0,0.0,0,3
105,97a9dcf29e638ec9ec46b196a54c7f1113f0831e,0,0.02,0,3
106,d3b9c7f965a55476226e5fb68ee6e2f36c29dc8a,0,0.105,0,3
107,a5e03a23897abe8bed9ec88b6e71cbbaa6c8a841,0,0.055,0,3
108,95f2dd6f5fb1e1bd53999df9bf9953c646463d0b,0,0.125,1,3
109,204990415d62e4d0f6aa3818ccae3f0b7ad67b00,0,0.035,0,3
110,01e5f22cc54c1fb8667545142e23e57032b3b4b3,0,0.015,0,3
111,b26de3b0aab46ca316bd469e2e9344fc2077c395,0,0.125,1,3
112,6a5848130f54e022cd454bc0ba12156fc834928a,0,0.34,0,3
113,06c388acc99292bc44948dfd71311efc8f616233,0,0.0,0,3
114,1778991834acf2526bb7d5907be596d74e70b591,0,0.075,1,3
115,9e9048ccb582546ba54a5e92c3ab97d508884858,0,0.265,1,3
116,7fb69bcf381fa7ef324098ea9aa2ff2c475976ba,0,0.17,0,3
117,a97a14915d375033d07e29426aa60c6c0d1da7f7,0,0.015,0,3
118,b9102858574301f09038cd18e06f8e0d736c9931,0,0.0,0,3
119,e91eaa0c987224cc43be6fdd57534afa7509f279,0,0.0,0,3
120,f7c0b403d2585912e40b471cf83ac1d72cdd459b,0,0.125,1,3
121,335572b99ea84b7b0665e6a818cba41e34f97203,0,0.005,0,3
122,93dbc5a0c3044ece1880fb2ebaa131fe4c2a7c7b,1,0.515,0,3
123,9a324dc5463ea6329e0b2e59bb46073117d68168,0,0.03,1,3
124,abb1b3fdd6711eaa8ba9c8518cbb7ff83699df3f,0,0.005,0,3
125,79383e3ad386e1ba1e5dcf625179005522609b05,0,0.165,0,3
126,ef9b639afc3dd8d1c35eab23cc9cb6b3a6a2c858,0,0.065,0,3
127,9e6576e7cd4ad17185c5102fd3c6f9f9a6941ed4,0,0.025,0,3
128,cab28ac04447e70019e82e5ba54a762b989e732d,0,0.0,0,3
129,80f408413930fc8e976fec53ff240a96270ae904,0,0.005,0,3
130,713a4fdd734d40cca1cb7ef6798ed3110ea282b8,0,0.05,0,3
131,83f18d5299fbadf91ec792c95ee96bcd916ca9af,0,0.115,0,3
132,c78a0e3b003ac36d57a3c895fc8240ef66546a56,0,0.03,1,3
133,0596e3145c1a8a9c42185fe688c42b0830b64516,0,0.01,0,3
134,2741a781e98a46217b800c4cd3e7abd64f04cec4,0,0.035,0,3
135,bf9f4cf20e474805ef97b6b0150e62840bc28a3e,0,0.015,0,3
136,19f633c6ae2b3cf342d37e1c95e975d0ad4c4cdd,0,0.305,0,3
137,c09247c09bae47a842a638c6704876dec3da9cd8,0,0.085,0,3
138,c30aac9ad6221fe7e6a031cfc82f68359ccf1c54,0,0.01,0,3
139,becc8d97041ffca775df85b42523504e2be438d8,0,0.025,0,3
140,ddc55543534fb5c67f05a38f7f876c3412c92b27,0,0.0,0,3
141,a667bf283466791f1d4c5cf70ecff911d6ee4114,0,0.09,0,3
142,0cb01403a1b3eebe97adb97b71e2e5115422e5be,1,0.615,0,3
143,88885e7a1c9409e22f4fd4c19378eb5bebcd228f,0,0.02,0,3
144,925305f0fa55126cb59b0eae4468bedcb66dc16c,0,0.035,0,3
145,dd9b7b477a8ca235cc3dc69e9f58f804417fa117,0,0.085,0,3
146,e9758259969de8e087f8a091ebde74236f254847,0,0.19,0,3
147,50e9a948aabe6ef1bb5d3a413fb9d8ca3cd9cf4b,0,0.085,0,3
148,2c8a114f766d05929e908fd79c5e4baf5a3841ae,0,0.115,0,3
149,5fb5e80a151513a91cc961221e96267100abe1f4,0,0.055,0,3
150,f5398ad3cf1447854d7f4c720f5d255f5012531b,0,0.19,1,3
151,2ed606cfc0bf85aae8aaf7e77409c31cc9aa86c0,0,0.03,0,3
152,798518841b0802ace365eba80520172de7bf298c,0,0.04,0,3
153,340943f1f5a189e49caad23ce2500e5bc9a25332,0,0.035,0,3
154,3cabfc5846e44b87c35a5cf99e5f1e54d4861b7c,0,0.365,0,3
155,a72bbf44cf9fcbf2d5015e7ccf0e29d67403a696,0,0.15,1,3
156,7dd8773ea379190e3dc062da7088e8ef51389214,0,0.015,0,3
157,d98e430b04e9ff44764651318ec41dc9f07d8149,0,0.27,0,3
158,5fbeb731b9d26a6f340fd3772e86cd23ba61c65a,0,0.305,0,3
159,59a0da9c4cf83c6cd76a9d1a5b2e69ac50d6a9c5,0,0.06,0,3
160,3cf3b82b72521c054305d7cceaf6d008b878f915,0,0.02,0,3
161,d2ba1651edfe40981d1fc163af89d168c5679c1f,0,0.015,0,3
162,3c6d5dff6e6d5448b1dafe4447eb2ad5d6ebe222,0,0.0,0,3
163,aa91ffbe330de2586010ab91dc3bb18eef33974b,0,0.135,0,3
164,e5a77a7651775ecaa0efe9b479698c0b6ec3d73a,0,0.22,0,3
165,53a9ee3979ff84349a9fe789aebe3ad2e7eb4d99,0,0.005,1,3
166,896104717390af47c205942e42a3d3f48a26ef70,0,0.005,0,3
167,5a63bb398ca7fc3951b1c2340512e120ad72a4e2,0,0.455,0,3
168,f8254ebbd3ce543854e93539eb0a3375e8e406b6,1,0.59,1,3
169,54c0e73219f22eba7bac1c1f7261576564b34f16,1,0.615,0,3
170,d485dca2ce8f903276200bf37ac1bbb001a4874e,0,0.25,0,3
171,514680c03eb3792a9dccd870008a00cef76175e6,0,0.2,0,3
172,dc9278a2aa4e5c307a46dd1b1d33d93bf536c8bc,0,0.01,1,3
173,abb6fb94bd529c8c5f7888045c0ad5c250d49a3f,0,0.085,0,3
174,c4ed905d0253d8c9cae789fdd82e30ee452c26b0,0,0.0,0,3
175,0283b0c9350642134cb14a8c9ad466ab64653b3a,1,0.605,1,3
176,de33e91191b8ebd3cae27619a89a00de0d130b58,0,0.05,0,3
177,0234e46518b92148a12aaab11526cfc963b4f9ec,0,0.485,0,3
178,a3217e90b97da3c483d405513abba3708e1421d4,0,0.055,0,3
179,5444ff3879d796dcc094339ae32c1e6de3adab3f,0,0.025,0,3
180,a43d721f85c156d7b609cd9b6c2903591311c102,0,0.38,0,3
181,0dff051c052d8aa756328433d47d76804b6f29b7,0,0.015,0,3
182,dd63599d2a28f8ea02b8ac9ab5a1838a5f6c05ab,0,0.465,1,3
183,b91ed8574752b9f5596398654133a4c5f9337e60,0,0.085,0,3
184,e89db38df8a93104796dc13ce5327988984fefac,0,0.105,0,3
185,62c09640bb3c6978b84f3b11b9ffb5313811a658,0,0.025,0,3
186,24e9fc91c72ba9e2fd9a8a5e168925bfa99d255c,0,0.025,0,3
187,b22b39f46beadf531abc0bdfb3f2bec2bcb64b93,0,0.015,0,3
188,b01fcc31b9581676aeff2faae06738fa240657bc,0,0.2,0,3
189,38983e820763c882e778c7d5c68b673fb45a210e,0,0.215,0,3
190,dbdff0758b40601238e88b2cffbf7ceb58ed8977,0,0.19,1,3
191,8fe6a83eb60b7b16cac065b68e60c637d64d5932,0,0.335,0,3
192,dacb1a18d7d729b0b37ca1d629959cbee381038b,0,0.01,0,3
193,0917d0986b3a45b80cf8b935ae11d0f76a506fff,0,0.015,0,3
194,30f5dcb3a98adaa6b79c193109b15c30a81ed489,0,0.01,0,3
195,a0627bc5d79456e83cf61cb03ef06db33a10e99b,0,0.19,0,3
196,0cf09657de850bc1da4789fba466bce4ddd10824,0,0.055,0,3
197,d94e177662fd4d7c4c10c2531cd424eca1aba050,0,0.2,0,3
198,f7730c09f278a5a00a31efbbba80ace25abb62be,0,0.0,0,3
199,12eee5ea784c410a8a87c066e168d769c2cd1ca6,0,0.01,0,3
200,2dc148477f3256c7f59742e99f5be1701f60892e,0,0.0,0,3
201,e827b4f2d71891ef113cca1726d099f9ffe545cf,0,0.0,0,3
202,43a609a740678ed6713155ddb524f2d2e0449c94,0,0.015,0,3
203,219460345959ab287a7cfd749432687d831bbd15,0,0.025,0,3
204,cfd7b30418d6b8c29d429e9c70dc145144a65efd,0,0.03,1,3
205,afb42aaf5849f4be4f7e166da90e7e766e6daa1e,0,0.05,0,3
206,cc245b6568bf6bb2277cea7d14d969671c0fb00b,0,0.06,1,3
207,270d18280c5513980edf772e8f04d1c8f5bb768b,0,0.0,0,3
208,4e2dd4df1f8648b1ee6233332463ea9157a7d381,0,0.03,0,3
209,48d014dac17b1812e24a0ae44725e90f0552cc58,0,0.0,0,3
210,00589c997535b83f91ccb680318e6fbb44808f8e,0,0.065,0,3
211,257578b72bc55b92fa1ae53377be6d2950e33efe,0,0.015,0,3
212,0c2dd848f754ae15d479d3a6416dde02efad3d9c,0,0.005,0,3
213,f42fe54595930b859dfd1b917585fbac53ff25dc,0,0.23,0,3
214,c705d93e2b276eaa2570e267ea6ad71b6c4878ea,0,0.275,0,3
215,05d4f8539cf09874f46bf275b0dacadc710e5c14,0,0.095,0,3
216,5fd4a009326351d6c6e4eafd7dd25279b815b865,0,0.05,0,3
217,b6d4e8649ab2f99fad70dba0d4e3eff47b76d657,0,0.08,0,3
218,36e2a9ee5034fc4f1b8f8f27556230a5cc2055f5,0,0.035,0,3
219,be3c1e11700925fc70109d37f6ce64104412f7f2,0,0.0,0,3
220,7b6cd406a2c54b5c590cbcd7d9bb14c61292fb28,0,0.01,1,3
221,9d5d0da39b2fa317a88af0c1646a73018cd564a4,0,0.09,0,3
222,bf740630ae735351a73ff5fe62a93ef5c29c2a74,0,0.125,0,3
223,4cf9d992088aa03a8a8d54c319d2238c9f61eaf1,0,0.085,0,3
224,77b5519151d3212065db80f7c082dcc50ad8857b,0,0.02,0,3
225,6135415f3184a4983f80141ccbb0907e0224bbb6,0,0.055,0,3
226,cb545b5bc03c482f083ddfeb0d36bdf3387e8971,0,0.22,0,3
227,ac01fdfb7a126d09ac87b6c7253913febcc1a734,0,0.07,0,3
228,04749a6a8140f1acee2f6c8ddc662655764d7750,0,0.08,0,3
229,417766430eabfd2754a5f25115f481a3ecd71f04,0,0.14,0,3
230,fbd46106cb7ec393b58e318efd255f9a2b89b621,0,0.14,0,3
231,3c186cacbb3bf66be03208355390e441d149869c,0,0.045,0,3
232,d1d32776dfee8251178eae95b0759bec58cf3dc2,0,0.075,0,3
233,56b70eb1389d8752aaff92726550264c39a6fec7,0,0.045,1,3
234,28bb294968c353eaa74a3a4b7bd9452bb843753f,0,0.0,0,3
235,f71a6ee1e98b2c97bff44651a8692c694f26c75d,0,0.015,0,3
236,8717704d9a12b8c9754f47434c033696d3c7500c,0,0.075,1,3
237,56a4d632c590ac56f34e245daafdaf146810d5e5,0,0.085,0,3
238,88a8df3f9dc8848e69c77141b6320ebb9b64fbfd,0,0.01,0,3
239,8be748c00d29bfbfb0c30ea6c70f7c5c53d567f9,0,0.105,0,3
240,727570392c3565c5164a7ef13248ca7cbb070f74,0,0.13,0,3
241,ea0ea8267309e94a8f2393829cbf1c1669abf5c9,0,0.05,0,3
242,b9d8c68e2f5f7f3a13773140a7ee4bf62972f17c,0,0.11,0,3
243,4eb0c8f29e899df241e5f66069fa25d74ad17c96,0,0.02,0,3
244,2caa986e258b5edb60e7420be1de4e61d55d2403,0,0.0,0,3
245,71f41f90fe57460131d880f1dbf84117f37e7c9a,0,0.085,0,3
246,4ce932e3cd6c3cca4c0e22d27d2b3662126db8b8,0,0.03,0,3
247,935eec022d9f1a432dab9be59b311d426a24a5a6,0,0.03,0,3
248,1805ad4cac6ed215dcbae6e54707a04b0a7c0dbd,0,0.005,0,3
249,e4a8fdfdf114eba50a955bf3bf24a4e4ce516fda,0,0.07,0,3
250,720a0b26260fd8e1bd4c7743b5755ab1d061bfbd,0,0.045,0,3
251,6d10d47af145d07a7db64e6ce760d1618ea6afeb,0,0.025,0,3
252,c22eec05d3c4f2d0d29ceef1a449288481a15846,0,0.0,0,3
253,5129af7587df5cc37156b86b047b04aabcfc2e8a,0,0.03,0,3
254,121f832ef93ed34b9c7da7b59e7da5d93e9b7eac,0,0.21,0,3
255,63d0a79ce2a1a8f7857f3a0ce78f3698b66e1fc1,0,0.205,0,3
256,6dcf0f6a12d507db81ee4906db5a65600b68fe65,0,0.015,0,3
257,41fac55fe2e1bc76086f66f82e31c07c6584370a,0,0.005,0,3
258,879518c3419c55def111485b4f41aaf1f63dcb31,0,0.055,1,3
259,c7beb702d8aa7d7fb8221187a2d48aab625aae9d,0,0.0,0,3
260,b5395fd8029116244913cda6158efc6af517458f,0,0.0,0,3
261,e1f4ed50ad124bf24ac3c20c0c0889c70de1f1b0,0,0.175,0,3
262,8e473959fdbd257d7d32c2091e5b82bb1aa3c0d0,0,0.24,1,3
263,c8a6ed4c40ae9deccf1722dd503418661998e937,0,0.02,0,3
264,fee5df4e6fdd693b2018c9b7de0f136b5320985d,0,0.025,0,3
265,0c9be1c546c70d8e48d3fc6f63a154e2843e9607,0,0.0,0,3
266,de64808c29448232c8eb5a4867c319928e6d9962,0,0.0,0,3
267,053b1c4908024750888b8f231ee08affed4f3c51,0,0.005,0,3
268,072539b502a69ef7098c714cf3dcadacd1ac7ccf,0,0.0,0,3
269,18b2ddb24bda92077add94bb80d35af272236848,0,0.015,0,3
270,5db7c253e118801dfdbc6e9da85701da30e5d08f,0,0.095,0,3
271,b3c7fd661ced3186fbc3b0bfe8b6465917abd2d6,0,0.09,0,3
272,15c9f02e5cec03298c28f20190c73398694188fa,0,0.165,0,3
273,7f8175d4f690fc249515279acb47ca15a44927b6,0,0.015,0,3
274,f4275f337146fd7e2ffe91d4e788c819b5586e88,0,0.0,0,3
275,a4ef3f9941d802e0ecaa2087aa2e84ea420cda12,0,0.005,0,3
276,4474f96263e32ea0194ab21b63816bed8e4238e1,0,0.195,0,3
277,5fc860d2c151e7d39b49961fe8514563f890e9ce,0,0.0,0,3
278,8702a27155aebeb3851af0710cbb0befe7f160f5,0,0.0,1,3
279,1308cc984ed93b896d7f697eb044757621ffa3c7,0,0.055,1,3
280,c5f6dff523bd104fa856eba59d417f1d39a93970,0,0.4,1,3
281,90fee3729fac9fe80b6a64b86ee4cf69c1b0c6f4,0,0.01,0,3
282,355857cbebfa68a8f5e47f1e3e21a61c9414d189,0,0.035,0,3
283,2a1842f3ef3a665fac85672aeff02f55e6c576a0,0,0.33,1,3
284,6463532544ea30ce8605a0ad689fb53a30567493,0,0.0,0,3
285,74a6186c3ee508affef451474245fb994f860cd5,0,0.075,1,3
286,e81ef196cd9dd3c7989b96f648f96ec138faa25b,0,0.445,1,3
287,b09a8717be4e90aaea52a3e2f70ee7b8305b9916,0,0.03,0,3
288,b353f0daa60ff9a14f9584f5a5dcfb0ba2c55284,0,0.005,0,3
289,913ff1facc13b4ea0bb6d99e99924c3479a7ec95,0,0.12,0,3
290,e082a039f895458c231226e66f39e39cbf3b5ef2,0,0.275,1,3
291,496d85cf172c8340c6d29a12fe5cfc6e0777319b,0,0.06,0,3
292,30ab6c8c3dd318d316521bb340ab831b9e104a31,0,0.345,1,3
293,9d4fb6760b0db28343231064fa43f92ce6dbba6f,0,0.015,0,3
294,b63d261b5442856d96112bbadf060de5b7e3d228,0,0.0,0,3
295,ed2301fb818cf41b8f9cf2a7c08acd6c23ec4ff6,0,0.0,0,3
296,a70c0de4a24a48ded4230016d05e51baf0afc09f,0,0.12,0,3
297,23055a70ce701936214557550e456748913ced4c,0,0.01,0,3
298,d088734d253b465a58fa3d2b0b5d639e92cfaa9c,0,0.11,0,3
299,edb1f394c0fdfc5865be8dec38d9084a04681799,0,0.0,0,3
300,6b547ba222e6d70b0351cfd354e1d3497da9e24f,0,0.155,0,3
301,59434c2dce49e0104b4c7d51b7502e4eae7d2773,0,0.085,0,3
302,10cdc1066f9ae92219382bee25aeeac724298bc9,0,0.0,0,3
303,4db6140e9ada212e4e10c0f650cea9264624d2ce,0,0.01,0,3
304,1cdc029378f3b7d8031152990215911460c02644,0,0.0,0,3
305,b2fa57cbfe860f7c31c5979333dde38b64cfc5d4,0,0.015,1,3
306,ebd8043beef235f592c0b49f3e96dd58a8079a95,0,0.0,0,3
307,ed813abf79e11a2c7ab7f2368acf8f3174db80e5,0,0.03,1,3
308,ca9d46257a9d4026d790adec555096d453e3f629,0,0.14,0,3
309,2e4082e52f45bd423df6c47fa19b6c5da8b9c009,0,0.03,0,3
310,aa9e72afa84db37f5bd17bb38fe932324c28991f,0,0.02,0,3
311,d9a1181fad2e0e77ef061a76e830de61e86c1ccb,0,0.005,0,3
312,83dd172df83275d8050287a4e51337af00ab4858,0,0.14,0,3
313,b507b231f06fc00631677e15e2e0c9ec76114d39,0,0.24,0,3
314,f930f13e4eddc79e017295059f7d7b702188ec52,0,0.015,0,3
315,419531014acc9c937b3579e213d2a57a8f608e7a,0,0.0,0,3
316,72db912bd8eb4906049e39dbfa50d931c45d90c2,0,0.02,0,3
317,8da2927ec63a9c1418c323505c7dfb108169979e,0,0.205,0,3
318,ffd4d14d5071ab02441f2563a42346cc6b288a2c,0,0.03,0,3
319,6fecb32ad6fb69685dd7cbd3ed662ec7572d7f1c,0,0.025,0,3
320,5881224dcf372790ac1b56fff4b7464730f958d4,0,0.005,0,3
321,273892eeca02f0e10f775625ba4964227e874d98,0,0.055,0,3
322,5c8715be36de620b6477050cceb7ed2bf3163058,0,0.13,0,3
323,542632042db6dc26305f3d9d772bf658b912c280,0,0.095,0,3
324,1745726d15a5998f7ff8b3d642befc1571860820,0,0.025,0,3
325,65472945b639e80581cfda1370f2491ab2657524,0,0.005,0,3
326,4cc4579d3994659759f7425c772d69213f91f053,0,0.02,0,3
327,aea0ab12424c527cdc167fd9d4db3bb3d9dfe338,0,0.08,0,3
328,525418ab1ce7a1d981a8af7117d2f59b8e1470c0,0,0.025,0,3
329,4a97160c1f0f6ead3908cabcd7c453e3ca549f3b,0,0.07,0,3
330,991c2bae20e8ca22283e99000a0205a57fa6e426,0,0.035,0,3
331,d51278d0fa0d22adb5540a912f85e2df9624eeea,0,0.015,0,3
332,af79797eaaac647cdb7f90c1387a918a0073d752,0,0.025,0,3
333,8897d152596cef98f88b7ff158a2f2fb1c97826c,0,0.025,0,3
334,a606b7964603e6ce2e7287b299ece8a17790980c,0,0.1,0,3
335,d6d7d9cc791d7a0da2ac99d9aac606162e3af7b2,0,0.005,0,3
336,879d61962b3a6a586ed04f2eebf7f143cfc9ea8c,0,0.0,0,3
337,9989286b4934d12a832162c715243dd499e6ad31,0,0.05,0,3
338,9f7b8346c8f729b9ffff15e6d70d27a0807a7e1b,0,0.355,0,3
339,d71c1c737a73411f086a105c53ba522bf5c99ac1,0,0.02,0,3
340,9687bd48b4a9558675f126fa9e6e6d98c2e9b83b,0,0.035,0,3
341,3fa90e0aa9513b73ae11cc1980bf0199131c59bc,0,0.0,0,3
342,5220875108dea18233023bf518c8fd1011c5c1e2,0,0.14,0,3
343,b41ff57526cadeb5ab8407dd962d61a615181b42,0,0.01,0,3
344,982deb25d520441750a0e1169c68d8c54260d8b2,0,0.025,0,3
345,2180b0b9fa03b65f8d9edce2beb2de8ffa2f4d2e,0,0.06,0,3
346,210f2d5661b98a6f5666a9e7a471aa18888eed63,0,0.055,0,3
347,6940829807187b9e494913a91b5f4cae9b48d77b,0,0.015,0,3
348,5ab15569ca760de3105667e44c330334c205ec08,0,0.0,0,3
349,5d33262944512396c5316fe75703e2c10090cc5e,0,0.0,0,3
350,5d887e468ee38112c96fb2809ae5ab6b96625b83,0,0.015,0,3
351,2039cf782574aff13b32c3d31cce5e53cbac04e0,0,0.07,0,3
352,7fc6ee7ff4b8222bed69f3f36d02736bdc2a2804,0,0.0,0,3
353,1ed2b9afc550d511d14733261933afe69d73f4fd,0,0.025,0,3
354,7f7915b6f93327a606c572c2c4596e4e5800f765,0,0.11,0,3
